EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorkedPrevious,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverTime_encoded,AgeGroup
1522372,36,No,Non-Travel,Maternity,18,4,Life Sciences,1,Male,3,2,Therapist,4,Single,81680,2,No,20,4,1,0,18,0,3,11,9,0,9,0,36-45
1308397,31,No,Travel_Frequently,Cardiology,20,3,Life Sciences,3,Male,4,1,Other,4,Married,29306,0,No,12,3,1,1,3,4,3,2,2,2,2,0,26-35
1138410,28,No,Travel_Rarely,Maternity,2,1,Life Sciences,1,Male,2,1,Other,2,Married,33611,0,No,17,3,1,0,6,2,1,5,3,0,4,0,26-35
1752889,35,No,Travel_Frequently,Cardiology,11,2,Marketing,4,Male,3,2,Nurse,4,Divorced,52164,1,No,11,3,4,1,5,3,3,5,2,0,2,0,26-35
1425897,49,No,Travel_Rarely,Cardiology,8,4,Technical Degree,4,Male,2,4,Nurse,2,Married,137760,6,No,17,3,2,1,22,3,3,9,8,2,3,0,46-55
1719792,34,No,Travel_Frequently,Neurology,2,2,Life Sciences,4,Male,3,2,Therapist,3,Single,42347,2,No,11,3,4,0,5,3,2,3,2,0,2,0,26-35
1377897,29,No,Travel_Frequently,Maternity,10,3,Life Sciences,4,Female,3,1,Other,2,Divorced,34556,0,No,14,3,4,2,8,2,2,7,5,1,1,0,26-35
1692477,42,No,Travel_Rarely,Maternity,29,3,Medical,2,Male,1,2,Nurse,4,Single,44856,4,No,19,3,1,0,16,3,3,1,0,0,0,0,36-45
1618530,29,No,Travel_Rarely,Maternity,8,1,Medical,2,Male,2,2,Therapist,4,Married,53088,1,Yes,15,3,3,1,10,2,2,10,7,1,2,1,26-35
1619491,38,No,Travel_Rarely,Neurology,1,3,Human Resources,3,Male,4,1,Other,3,Married,29862,1,No,13,3,4,1,7,2,4,7,6,5,0,0,36-45
1321732,28,No,Travel_Frequently,Maternity,6,3,Life Sciences,3,Male,2,1,Other,3,Divorced,28382,1,Yes,14,3,4,1,3,2,3,3,1,0,2,1,26-35
1313694,18,Yes,Non-Travel,Maternity,8,1,Medical,3,Male,3,1,Nurse,3,Single,19992,1,No,12,3,4,0,0,0,3,0,0,0,0,0,18-25
1140608,33,Yes,Travel_Rarely,Cardiology,9,4,Marketing,1,Female,3,2,Nurse,1,Single,86352,0,Yes,17,3,1,0,6,3,3,5,2,0,3,1,26-35
1190899,41,No,Travel_Rarely,Maternity,12,4,Life Sciences,2,Male,3,1,Nurse,4,Married,50043,3,Yes,11,3,1,1,6,4,3,1,0,0,0,1,36-45
1131723,31,No,Travel_Frequently,Maternity,15,3,Medical,3,Male,3,1,Nurse,3,Married,27405,1,No,12,3,3,1,2,5,2,2,2,2,2,0,26-35
1066655,37,No,Travel_Rarely,Maternity,25,2,Medical,3,Female,2,2,Nurse,4,Divorced,60176,7,No,13,3,3,2,9,2,3,6,2,1,3,0,36-45
1061785,27,No,Travel_Rarely,Maternity,6,3,Life Sciences,4,Male,2,1,Other,3,Married,26660,1,No,13,3,3,1,4,0,3,4,2,2,2,0,26-35
1745568,34,No,Travel_Rarely,Cardiology,9,1,Life Sciences,2,Female,3,2,Nurse,3,Married,59997,1,No,20,4,1,0,6,3,2,6,5,1,3,0,26-35
1034814,35,No,Travel_Rarely,Neurology,8,4,Technical Degree,3,Male,3,1,Other,3,Single,45392,1,No,17,3,2,0,6,2,1,5,4,1,4,0,26-35
1778989,29,Yes,Travel_Rarely,Cardiology,23,1,Life Sciences,4,Female,2,3,Nurse,1,Married,77028,1,No,13,3,1,1,11,3,1,11,8,3,10,0,26-35
1452385,40,No,Travel_Frequently,Maternity,9,4,Medical,2,Female,3,3,Administrative,3,Single,141740,9,No,17,3,3,0,20,3,2,18,7,2,13,0,36-45
1513386,42,No,Travel_Frequently,Cardiology,12,3,Life Sciences,3,Male,3,4,Nurse,1,Single,144459,0,Yes,12,3,2,0,22,2,2,21,9,13,14,1,36-45
1812528,42,No,Travel_Rarely,Cardiology,4,4,Marketing,2,Male,3,2,Nurse,1,Single,54128,7,No,13,3,4,0,9,3,4,6,4,1,5,0,36-45
1479961,35,No,Travel_Rarely,Maternity,1,4,Medical,4,Male,2,1,Nurse,3,Married,23709,6,No,12,3,2,1,10,2,3,8,0,1,7,0,26-35
1446497,24,No,Travel_Rarely,Maternity,24,3,Medical,4,Male,3,1,Nurse,2,Single,37769,8,No,22,4,4,0,6,2,3,4,3,1,2,0,18-25
1340549,28,Yes,Travel_Rarely,Maternity,12,1,Life Sciences,3,Female,3,1,Nurse,4,Married,26408,1,Yes,11,3,4,0,1,4,2,1,1,0,0,1,26-35
1588632,26,No,Travel_Rarely,Maternity,3,4,Medical,1,Male,4,1,Nurse,4,Married,46410,1,No,22,4,2,1,8,2,3,8,7,0,7,0,26-35
1499676,30,No,Travel_Rarely,Cardiology,10,3,Marketing,3,Male,2,2,Nurse,3,Married,69069,1,No,18,3,1,1,10,3,3,10,3,1,4,0,26-35
1849677,40,No,Travel_Frequently,Maternity,26,2,Medical,3,Female,2,2,Other,4,Married,46431,3,Yes,13,3,4,1,16,3,1,1,1,0,0,1,36-45
1209446,35,No,Travel_Rarely,Neurology,2,3,Life Sciences,3,Male,2,3,Therapist,2,Divorced,107877,2,No,18,3,2,1,15,2,4,7,7,6,4,0,26-35
1098841,34,No,Travel_Frequently,Maternity,1,3,Medical,4,Male,2,2,Nurse,1,Single,56102,0,No,20,4,3,0,14,3,3,13,9,4,9,0,26-35
1871555,35,No,Travel_Frequently,Maternity,4,4,Other,4,Male,2,1,Nurse,4,Married,24948,1,No,13,3,2,1,2,2,4,2,2,2,2,0,26-35
1405213,43,Yes,Travel_Rarely,Cardiology,9,3,Marketing,1,Female,1,2,Nurse,3,Single,56133,8,No,13,3,2,0,7,2,2,4,3,1,3,0,36-45
1089994,32,No,Non-Travel,Cardiology,2,1,Life Sciences,3,Female,3,1,Other,1,Divorced,29684,1,No,12,3,3,3,1,3,3,1,0,0,0,0,26-35
1710657,56,No,Travel_Rarely,Neurology,4,4,Technical Degree,4,Female,3,5,Other,1,Divorced,209402,4,No,13,3,4,1,28,2,3,5,2,4,2,0,56-65
1511393,29,No,Travel_Rarely,Maternity,6,1,Medical,2,Female,3,1,Nurse,4,Married,32876,1,No,13,3,1,1,10,5,3,10,8,0,8,0,26-35
1542698,19,No,Travel_Rarely,Maternity,9,2,Life Sciences,3,Male,3,1,Other,1,Single,26796,1,No,25,4,3,0,1,4,3,1,1,0,0,0,18-25
1764148,45,No,Travel_Rarely,Maternity,7,3,Medical,1,Female,3,1,Other,3,Married,47009,4,Yes,19,3,3,1,7,2,2,3,2,0,2,1,36-45
1334983,37,No,Travel_Rarely,Neurology,1,3,Life Sciences,4,Female,2,2,Therapist,4,Married,67977,1,No,13,3,2,1,14,2,2,14,8,3,11,0,36-45
1713700,20,Yes,Travel_Rarely,Maternity,3,3,Life Sciences,1,Male,2,1,Nurse,3,Single,31847,1,No,12,3,1,0,2,2,2,2,2,1,2,0,18-25
1476340,44,Yes,Travel_Rarely,Maternity,10,4,Life Sciences,3,Male,3,1,Other,3,Single,30828,1,Yes,11,3,3,0,6,4,3,6,4,0,2,1,36-45
1795477,53,No,Travel_Rarely,Neurology,7,2,Medical,4,Female,3,5,Other,3,Divorced,195363,3,No,18,3,2,1,26,6,3,7,7,4,7,0,46-55
1500784,29,Yes,Travel_Rarely,Maternity,15,1,Life Sciences,2,Female,1,1,Other,4,Married,22764,0,Yes,18,3,1,1,6,2,2,5,4,1,3,1,26-35
1455048,22,Yes,Travel_Frequently,Maternity,3,4,Life Sciences,3,Male,2,1,Other,4,Married,29957,0,Yes,11,3,2,1,1,5,3,0,0,0,0,1,18-25
1123335,46,No,Travel_Rarely,Cardiology,2,3,Marketing,3,Female,3,4,Administrative,1,Married,179004,8,No,23,4,1,0,28,2,3,26,15,15,9,0,46-55
1285566,44,No,Non-Travel,Maternity,17,3,Life Sciences,4,Male,1,1,Other,3,Single,24045,2,No,13,3,4,0,6,3,3,0,0,0,0,0,36-45
1279649,33,No,Travel_Rarely,Neurology,2,3,Human Resources,2,Male,3,1,Other,3,Married,37800,1,No,13,3,4,1,5,2,3,5,4,1,4,0,26-35
1754610,41,Yes,Non-Travel,Maternity,5,2,Life Sciences,1,Male,2,1,Other,1,Divorced,22124,6,No,17,3,1,1,5,2,1,1,0,0,0,0,36-45
1260276,30,No,Travel_Rarely,Cardiology,29,4,Life Sciences,3,Male,3,2,Nurse,1,Divorced,43208,8,No,19,3,3,3,8,3,3,4,3,0,3,0,26-35
1313206,40,No,Travel_Frequently,Cardiology,2,4,Medical,2,Male,3,2,Nurse,2,Married,45434,5,No,12,3,4,3,5,2,3,0,0,0,0,0,36-45
1562759,50,No,Travel_Frequently,Neurology,2,3,Medical,4,Female,3,4,Other,1,Married,187488,2,No,22,4,3,1,32,3,3,2,2,2,2,0,46-55
1818579,28,No,Travel_Rarely,Maternity,19,4,Medical,4,Male,2,1,Nurse,1,Married,33558,1,No,12,3,3,3,6,2,3,6,5,3,3,0,26-35
1221210,46,No,Travel_Rarely,Maternity,15,2,Life Sciences,4,Male,3,5,Administrative,2,Married,200351,5,No,11,3,1,1,25,2,3,4,2,0,3,0,46-55
1285937,35,No,Travel_Rarely,Cardiology,17,4,Life Sciences,3,Male,3,2,Nurse,1,Married,94143,3,Yes,15,3,4,3,15,2,3,7,7,1,7,1,26-35
1063216,24,Yes,Travel_Rarely,Maternity,17,2,Life Sciences,4,Female,3,1,Nurse,2,Married,23205,1,No,13,3,1,1,1,3,1,1,0,0,0,0,18-25
1551282,33,No,Travel_Frequently,Cardiology,25,3,Medical,2,Female,3,2,Nurse,3,Married,47660,1,No,12,3,1,1,10,3,2,10,7,0,1,0,26-35
1310719,36,No,Travel_Rarely,Maternity,6,4,Life Sciences,3,Male,1,1,Nurse,3,Divorced,28781,1,No,14,3,3,1,7,4,3,7,7,1,7,0,36-45
1544205,30,No,Travel_Rarely,Maternity,7,4,Life Sciences,3,Male,3,2,Nurse,3,Divorced,36656,1,No,13,3,1,3,10,4,2,10,7,8,9,0,26-35
1503934,44,No,Travel_Rarely,Maternity,29,4,Other,4,Male,3,2,Other,4,Single,47681,1,No,25,4,2,0,20,3,3,20,11,13,17,0,36-45
1531205,20,No,Travel_Rarely,Cardiology,21,3,Marketing,3,Male,4,1,Other,4,Single,28119,1,No,17,3,4,0,2,2,3,2,1,2,2,0,18-25
1126413,46,No,Travel_Rarely,Neurology,2,4,Technical Degree,4,Male,3,2,Therapist,4,Divorced,77480,2,No,11,3,3,1,12,3,2,6,3,1,4,0,46-55
1170535,42,No,Non-Travel,Neurology,2,5,Medical,4,Male,4,2,Other,1,Married,65856,7,No,16,3,1,1,10,3,4,4,3,0,3,0,36-45
1520995,60,No,Travel_Rarely,Cardiology,7,4,Marketing,2,Male,4,2,Nurse,4,Divorced,54810,0,Yes,18,3,2,1,12,3,3,11,7,1,9,1,56-65
1229290,32,No,Travel_Frequently,Maternity,13,3,Other,3,Female,2,1,Nurse,2,Married,28802,1,No,20,4,3,1,2,2,3,2,2,2,2,0,26-35
1034448,32,No,Travel_Frequently,Maternity,2,2,Life Sciences,4,Female,3,2,Other,3,Single,52479,4,Yes,14,3,4,0,10,2,3,8,7,0,7,1,26-35
1516924,36,No,Travel_Rarely,Neurology,1,3,Technical Degree,3,Female,1,3,Therapist,1,Divorced,107646,2,Yes,21,4,3,1,17,2,3,7,7,7,7,1,36-45
1487583,33,No,Travel_Rarely,Maternity,9,3,Medical,1,Male,3,1,Other,4,Married,29201,0,No,13,3,2,1,15,5,3,14,10,4,10,0,26-35
1516360,40,No,Travel_Rarely,Cardiology,10,3,Technical Degree,2,Female,2,2,Nurse,2,Divorced,71946,7,No,12,3,2,1,7,2,4,5,1,1,3,0,36-45
1384279,25,No,Travel_Rarely,Cardiology,10,4,Life Sciences,3,Male,3,2,Nurse,4,Single,51975,0,No,14,3,2,0,5,4,3,4,3,1,1,0,18-25
1658193,30,No,Travel_Rarely,Maternity,1,3,Medical,4,Male,3,1,Other,2,Married,37580,0,Yes,21,4,1,1,12,2,3,11,9,5,7,1,26-35
1645050,42,No,Travel_Frequently,Maternity,26,5,Medical,1,Female,3,3,Administrative,1,Married,138506,3,Yes,17,3,3,0,20,6,3,1,0,0,0,1,36-45
1695470,35,No,Non-Travel,Cardiology,8,2,Marketing,3,Female,2,3,Nurse,4,Married,108959,4,Yes,11,3,2,1,16,6,2,13,2,4,12,1,26-35
1362336,27,No,Travel_Rarely,Maternity,14,3,Life Sciences,1,Male,3,1,Other,1,Married,23468,1,Yes,14,3,4,2,9,3,2,9,7,6,8,1,26-35
1442702,54,No,Travel_Frequently,Neurology,1,4,Life Sciences,4,Female,3,3,Therapist,3,Divorced,110271,7,No,17,3,1,1,33,2,1,5,4,1,4,0,46-55
1226564,44,No,Travel_Rarely,Maternity,2,1,Life Sciences,1,Female,4,1,Other,4,Married,21116,1,No,13,3,4,1,10,5,3,10,5,7,7,0,36-45
1245033,19,Yes,Non-Travel,Maternity,10,3,Medical,1,Female,2,1,Other,2,Single,19520,1,Yes,25,4,2,0,1,2,4,1,1,0,0,1,18-25
1856613,29,No,Travel_Rarely,Maternity,1,3,Life Sciences,1,Female,3,1,Other,4,Divorced,39480,1,No,15,3,1,3,3,5,3,3,2,1,2,0,26-35
1559788,54,No,Travel_Rarely,Maternity,3,3,Life Sciences,4,Male,3,4,Administrative,4,Married,186680,3,No,14,3,1,0,36,2,3,10,9,0,9,0,46-55
1845153,31,No,Travel_Rarely,Maternity,11,2,Medical,3,Male,3,2,Nurse,1,Married,71747,1,Yes,12,3,4,0,6,2,2,6,5,0,1,1,26-35
1216132,31,No,Travel_Rarely,Maternity,24,3,Medical,3,Female,2,2,Nurse,1,Single,71526,1,No,19,3,2,0,10,2,3,10,9,1,8,0,26-35
1718896,59,No,Travel_Rarely,Cardiology,3,3,Life Sciences,3,Female,2,2,Nurse,4,Single,54296,5,No,17,3,4,0,13,2,3,6,1,0,5,0,56-65
1659741,43,No,Travel_Rarely,Maternity,3,3,Life Sciences,3,Male,1,5,Administrative,4,Married,207270,3,No,14,3,2,1,25,2,3,8,7,0,7,0,36-45
1460231,49,No,Travel_Rarely,Neurology,4,2,Medical,1,Male,2,5,Other,3,Married,196466,2,No,13,3,3,1,23,2,4,1,0,0,0,0,46-55
1276743,36,No,Travel_Frequently,Maternity,3,3,Technical Degree,3,Male,3,1,Other,2,Married,38766,1,No,12,3,3,0,12,2,2,11,10,0,7,0,36-45
1551418,48,No,Travel_Rarely,Maternity,2,2,Technical Degree,4,Male,4,1,Nurse,2,Single,26870,5,No,11,3,3,0,7,4,2,1,0,0,0,0,46-55
1409781,27,No,Travel_Rarely,Maternity,4,2,Life Sciences,1,Male,3,1,Other,3,Divorced,26429,1,No,11,3,2,3,5,2,3,5,3,0,3,0,26-35
1429070,29,No,Travel_Rarely,Maternity,7,3,Life Sciences,3,Male,3,2,Nurse,4,Divorced,69542,1,Yes,11,3,2,2,6,2,3,6,0,1,0,1,26-35
1149718,48,No,Travel_Rarely,Maternity,1,3,Life Sciences,4,Male,2,5,Administrative,4,Single,191783,6,No,12,3,3,0,25,3,4,1,0,0,0,0,46-55
1593907,29,No,Travel_Rarely,Maternity,1,3,Life Sciences,4,Female,2,4,Administrative,4,Divorced,169302,3,No,14,3,2,2,9,2,2,7,7,1,7,0,26-35
1346366,34,No,Travel_Rarely,Maternity,20,3,Technical Degree,3,Female,4,1,Other,3,Married,27143,0,No,17,3,4,0,2,5,2,1,0,0,0,0,26-35
1471840,44,No,Travel_Rarely,Cardiology,5,3,Marketing,2,Male,3,5,Administrative,2,Married,191237,7,No,11,3,3,1,26,5,3,22,9,3,10,0,36-45
1081187,33,No,Travel_Rarely,Cardiology,10,5,Marketing,4,Male,4,3,Nurse,3,Divorced,87990,0,Yes,14,3,4,2,10,3,3,9,8,0,8,1,26-35
1237363,19,No,Travel_Rarely,Maternity,25,3,Life Sciences,2,Female,4,1,Other,4,Single,31437,1,Yes,12,3,4,0,1,2,3,1,0,0,1,1,18-25
1473069,23,No,Travel_Rarely,Maternity,1,2,Life Sciences,4,Male,3,1,Other,3,Married,12842,1,No,22,4,4,1,1,2,3,1,0,0,1,0,18-25
1322371,25,Yes,Travel_Frequently,Cardiology,24,1,Life Sciences,3,Male,1,1,Other,4,Single,11739,0,Yes,14,3,4,0,1,4,3,1,0,0,0,1,18-25
1574047,26,No,Travel_Rarely,Maternity,4,2,Life Sciences,3,Male,3,1,Other,4,Single,30188,1,Yes,20,4,2,0,8,2,2,8,5,2,2,1,26-35
1588094,45,No,Travel_Rarely,Cardiology,2,3,Marketing,1,Female,1,5,Administrative,2,Single,197652,2,Yes,16,3,1,0,26,2,3,24,10,1,11,1,36-45
1364438,55,No,Non-Travel,Maternity,8,1,Medical,4,Male,2,4,Nurse,2,Divorced,142559,1,Yes,15,3,4,1,34,3,3,33,9,15,0,1,46-55
1724855,21,Yes,Travel_Frequently,Maternity,10,2,Life Sciences,1,Female,2,1,Nurse,3,Single,27563,1,No,20,4,3,0,2,2,1,2,2,2,2,0,18-25
1032289,46,No,Travel_Rarely,Cardiology,4,2,Marketing,4,Female,2,5,Administrative,2,Married,197285,2,No,14,3,3,1,26,2,3,11,4,0,8,0,46-55
1826524,34,No,Travel_Rarely,Cardiology,2,3,Marketing,3,Female,3,2,Nurse,1,Single,47649,0,Yes,12,3,4,0,4,3,3,3,2,0,2,1,26-35
1426682,51,No,Travel_Frequently,Cardiology,9,3,Life Sciences,4,Male,3,5,Administrative,2,Divorced,208394,4,Yes,24,4,1,1,31,5,2,29,10,11,10,1,46-55
1826449,59,No,Travel_Rarely,Maternity,18,4,Medical,4,Male,3,3,Therapist,4,Single,110376,6,No,12,3,4,0,25,6,2,9,7,5,4,0,56-65
1319702,34,No,Travel_Frequently,Maternity,19,3,Medical,3,Female,3,2,Nurse,2,Divorced,46662,4,No,13,3,3,2,15,2,4,11,8,5,10,0,26-35
1668404,28,Yes,Travel_Frequently,Maternity,1,4,Medical,4,Male,3,1,Nurse,3,Single,22617,0,Yes,11,3,3,0,5,2,2,4,2,0,2,1,26-35
1459186,44,No,Travel_Rarely,Neurology,4,2,Life Sciences,3,Male,4,5,Other,1,Divorced,201495,1,No,14,3,4,2,26,4,2,25,9,14,13,0,36-45
1488640,34,No,Travel_Frequently,Neurology,11,3,Life Sciences,3,Male,2,2,Other,2,Married,47145,4,No,11,3,4,2,14,5,4,10,9,1,8,0,26-35
1711208,35,No,Travel_Rarely,Maternity,6,1,Life Sciences,3,Male,3,1,Other,3,Married,36813,0,Yes,14,3,4,0,4,3,3,3,2,2,2,1,26-35
1619962,42,No,Travel_Rarely,Maternity,7,4,Medical,2,Female,4,2,Other,2,Married,24906,6,Yes,16,3,4,0,18,2,3,1,0,0,0,1,36-45
1411176,43,No,Travel_Rarely,Cardiology,4,4,Marketing,4,Female,2,3,Nurse,4,Single,107426,3,No,14,3,4,0,23,3,4,21,7,15,17,0,36-45
1702814,36,No,Travel_Rarely,Neurology,2,4,Life Sciences,3,Female,3,2,Therapist,2,Single,56805,9,Yes,11,3,4,0,18,2,3,16,14,5,12,1,36-45
1059499,44,No,Travel_Rarely,Maternity,15,3,Medical,1,Female,3,3,Nurse,4,Married,83769,1,No,11,3,4,1,10,2,3,10,7,0,5,0,36-45
1612685,28,No,Travel_Frequently,Maternity,2,3,Life Sciences,4,Male,2,1,Nurse,4,Married,40604,1,Yes,12,3,2,1,2,2,3,2,2,2,2,1,26-35
1744003,51,No,Travel_Frequently,Maternity,6,2,Medical,2,Female,2,1,Nurse,3,Single,29799,0,No,14,3,2,0,8,6,2,7,0,7,7,0,46-55
1825727,30,No,Non-Travel,Maternity,9,2,Medical,3,Female,3,2,Therapist,3,Single,49298,7,Yes,18,3,3,0,10,3,3,8,4,1,7,1,26-35
1100849,29,Yes,Travel_Rarely,Maternity,7,3,Technical Degree,2,Female,3,1,Nurse,3,Divorced,35060,3,Yes,13,3,1,2,10,2,3,7,7,7,7,1,26-35
1165880,28,No,Travel_Rarely,Maternity,1,3,Technical Degree,4,Male,3,1,Other,1,Single,21840,2,No,11,3,2,0,5,2,2,3,2,1,2,0,26-35
1386101,25,No,Travel_Rarely,Maternity,1,3,Medical,4,Female,3,1,Other,2,Single,22008,1,No,18,3,4,0,2,3,2,2,2,2,1,0,18-25
1053739,32,No,Travel_Rarely,Cardiology,8,3,Medical,3,Male,4,2,Nurse,4,Married,65195,1,No,15,3,3,2,10,4,4,10,7,0,8,0,26-35
1259785,45,No,Travel_Frequently,Neurology,25,3,Medical,2,Female,3,5,Other,2,Single,189641,3,No,22,4,3,0,22,4,3,0,0,0,0,0,36-45
1772045,39,No,Travel_Rarely,Neurology,13,4,Medical,3,Female,2,4,Other,2,Divorced,179792,6,Yes,13,3,4,2,21,4,3,19,9,15,2,1,36-45
1153402,58,No,Travel_Rarely,Maternity,23,4,Life Sciences,1,Male,3,1,Other,3,Divorced,24906,1,No,12,3,4,2,2,3,3,2,2,2,2,0,56-65
1111156,32,No,Travel_Rarely,Maternity,7,2,Life Sciences,4,Male,3,2,Nurse,3,Married,51272,1,No,18,3,1,1,10,3,3,10,4,1,1,0,26-35
1191511,39,Yes,Travel_Rarely,Maternity,23,3,Medical,3,Male,3,1,Other,1,Single,40992,0,No,13,3,1,0,6,2,3,5,2,0,3,0,36-45
1391589,30,No,Travel_Rarely,Maternity,6,3,Technical Degree,1,Female,2,2,Nurse,4,Married,48584,0,No,12,3,1,1,10,6,3,9,2,6,7,0,26-35
1474475,36,No,Travel_Rarely,Maternity,10,4,Technical Degree,4,Female,3,3,Nurse,3,Married,74487,3,No,12,3,1,0,10,0,3,7,7,1,7,0,36-45
1211290,46,No,Travel_Rarely,Neurology,1,2,Life Sciences,4,Female,3,1,Other,1,Single,35942,6,No,12,3,3,0,10,3,4,7,6,5,7,0,46-55
1193428,28,No,Non-Travel,Maternity,1,3,Life Sciences,3,Female,1,2,Nurse,4,Married,70077,0,No,11,3,1,3,10,6,3,9,8,7,5,0,26-35
1545703,50,No,Travel_Rarely,Maternity,28,3,Life Sciences,4,Female,3,4,Administrative,1,Married,177240,4,Yes,11,3,2,0,25,2,3,3,2,1,2,1,46-55
1202936,40,Yes,Travel_Rarely,Cardiology,25,4,Marketing,4,Male,2,3,Nurse,2,Single,95487,2,Yes,12,3,3,0,9,2,3,5,4,1,0,1,36-45
1171299,52,Yes,Travel_Rarely,Cardiology,5,3,Life Sciences,2,Male,3,3,Nurse,2,Single,88683,9,Yes,19,3,3,0,10,2,2,8,7,7,7,1,46-55
1277861,30,No,Travel_Rarely,Neurology,17,4,Medical,2,Female,3,3,Other,1,Married,125118,1,Yes,23,4,4,2,9,2,3,9,1,0,8,1,26-35
1622014,39,No,Travel_Rarely,Maternity,18,2,Life Sciences,1,Male,3,2,Therapist,3,Single,47607,0,No,11,3,1,0,9,6,3,8,7,1,7,0,36-45
1379068,31,No,Non-Travel,Cardiology,2,4,Life Sciences,4,Female,3,3,Nurse,3,Divorced,103446,1,Yes,19,3,1,1,10,5,2,10,8,9,6,1,26-35
1546275,41,No,Non-Travel,Cardiology,10,2,Medical,3,Male,1,2,Nurse,2,Single,64586,1,No,13,3,1,0,19,4,3,19,2,11,9,0,36-45
1288105,31,Yes,Travel_Frequently,Cardiology,1,3,Life Sciences,4,Female,3,1,Other,2,Single,24171,1,Yes,11,3,1,0,3,2,4,3,2,2,2,1,26-35
1518688,44,No,Travel_Rarely,Maternity,3,3,Life Sciences,1,Male,3,1,Nurse,1,Married,24801,4,No,12,3,3,0,10,4,4,3,2,1,2,0,36-45
1071499,42,No,Non-Travel,Neurology,2,1,Life Sciences,3,Male,3,4,Other,3,Married,187541,0,Yes,13,3,4,0,21,3,2,20,8,2,10,1,36-45
1704652,55,No,Travel_Rarely,Neurology,2,2,Medical,4,Female,1,5,Other,3,Married,201464,4,No,14,3,4,1,23,5,3,19,9,9,11,0,46-55
1074172,56,No,Travel_Rarely,Neurology,8,4,Life Sciences,4,Male,3,5,Administrative,2,Single,207029,6,No,14,3,1,0,36,4,3,7,3,7,7,0,56-65
1415953,40,No,Non-Travel,Maternity,16,2,Life Sciences,3,Male,3,1,Other,3,Divorced,37212,9,No,16,3,2,1,6,0,3,4,2,0,0,0,36-45
1492244,34,No,Travel_Rarely,Maternity,9,3,Life Sciences,4,Male,3,3,Nurse,4,Divorced,89250,0,No,11,3,4,1,10,0,2,9,7,1,6,0,26-35
1510065,40,No,Travel_Rarely,Maternity,2,3,Life Sciences,3,Male,3,2,Other,4,Single,48941,1,No,13,3,3,0,9,4,3,9,8,8,8,0,36-45
1338493,41,No,Travel_Frequently,Cardiology,1,3,Marketing,3,Female,3,2,Nurse,1,Divorced,43082,0,No,17,3,4,1,10,2,3,9,3,1,7,0,36-45
1451242,35,No,Travel_Frequently,Maternity,4,4,Life Sciences,3,Male,3,2,Other,3,Single,44615,1,Yes,11,3,2,0,9,3,3,9,6,1,1,1,26-35
1265137,51,No,Travel_Rarely,Neurology,5,3,Life Sciences,3,Male,3,4,Administrative,2,Divorced,147273,1,Yes,11,3,2,1,33,2,3,33,9,0,10,1,46-55
1465164,38,No,Travel_Rarely,Cardiology,2,2,Life Sciences,2,Female,3,2,Nurse,1,Divorced,72377,3,No,15,3,4,1,11,3,3,7,7,1,7,0,36-45
1420569,34,No,Travel_Rarely,Cardiology,15,2,Medical,3,Female,3,2,Nurse,1,Single,64313,1,No,12,3,4,0,10,6,4,10,8,9,6,0,26-35
1796375,25,No,Travel_Rarely,Maternity,19,1,Medical,4,Male,3,1,Nurse,4,Married,38525,3,No,11,3,3,3,7,6,2,3,2,1,2,0,18-25
1536328,58,Yes,Travel_Rarely,Cardiology,7,4,Medical,3,Female,2,3,Therapist,1,Married,105084,7,Yes,14,3,4,0,31,0,2,10,9,5,9,1,56-65
1346672,40,No,Travel_Rarely,Maternity,1,4,Life Sciences,2,Male,3,1,Nurse,2,Married,25064,3,No,22,4,3,1,7,3,3,4,2,0,3,0,36-45
1408258,36,No,Travel_Frequently,Cardiology,7,3,Marketing,1,Female,4,2,Nurse,1,Married,48710,2,No,16,3,4,1,17,2,2,15,7,6,13,0,36-45
1172129,48,No,Travel_Rarely,Neurology,4,3,Life Sciences,4,Male,3,3,Therapist,4,Single,82929,1,No,11,3,3,0,11,2,3,10,9,0,8,0,46-55
1525335,27,No,Travel_Rarely,Cardiology,11,3,Medical,3,Female,4,1,Other,4,Married,26607,8,No,14,3,2,1,5,4,3,1,0,0,0,0,26-35
1138505,51,No,Travel_Rarely,Maternity,11,2,Technical Degree,4,Female,2,4,Therapist,2,Single,137991,3,No,16,3,2,0,29,1,2,5,2,0,3,0,46-55
1792003,18,No,Non-Travel,Maternity,1,3,Life Sciences,4,Female,3,1,Nurse,4,Single,16916,1,No,15,3,3,0,0,5,4,0,0,0,0,0,18-25
1584366,35,No,Travel_Rarely,Maternity,1,3,Medical,4,Female,2,2,Nurse,4,Married,56312,0,No,12,3,2,1,10,0,3,9,7,0,0,0,26-35
1224247,27,No,Travel_Frequently,Cardiology,2,1,Life Sciences,4,Male,1,2,Nurse,4,Single,53246,3,No,20,4,2,0,8,3,3,6,2,0,0,0,26-35
